key,text:es,ipa:es,audio:es,audio source:es,tags:es
the key,la llave,/la ˈʝa.βe/,[sound:al_es_es_the_key.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the kilogram,el kilogramo,/el ki.loˈɣɾa.mo/,[sound:al_es_es_the_kilogram.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the king,el rey,/el ˈrej/,[sound:al_es_es_the_king.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the kitchen,la cocina,/la koˈθi.na/,[sound:al_es_es_the_kitchen.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the knee,la rodilla,/la roˈði.ʎa/,[sound:al_es_es_the_knee.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the knife,el cuchillo,/el kuˈtʃi.ʎo/,[sound:al_es_es_the_knife.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the lake,el lago,/el ˈla.ɣo/,[sound:al_es_es_the_lake.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the lamp,la lámpara,/la ˈlam.pa.ɾa/,[sound:al_es_es_the_lamp.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the laptop,el portátil,/el poɾˈtatil/,[sound:al_es_es_the_laptop.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the lawyer,el abogado / la abogada,/el a.βoˈɣaðo/ /la a.βoˈɣaða/,[sound:al_es_es_the_lawyer.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the leaf,la hoja,/la ˈo.xa/,[sound:al_es_es_the_leaf.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the leg,la pierna,/la ˈpjeɾ.na/,[sound:al_es_es_the_leg.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the lemon,el limón,/el liˈmon/,[sound:al_es_es_the_lemon.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the letter,la carta,/la ˈkaɾ.ta/,[sound:al_es_es_the_letter.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the library,la biblioteca,/la βiβlioˈteka/,[sound:al_es_es_the_library.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the light,la luz,/la ˈluθ/,[sound:al_es_es_the_light.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the lip,el labio,/el ˈla.βjo/,[sound:al_es_es_the_lip.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the location,la ubicación,/la ubiθaˈθjon/,[sound:al_es_es_the_location.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the lock,la cerradura,/la θe.raˈðu.ɾa/,[sound:al_es_es_the_lock.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the magazine,la revista,/la reˈβis.ta/,[sound:al_es_es_the_magazine.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the man,el hombre,/el ˈombɾe/,[sound:al_es_es_the_man.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the manager,el gerente / la gerente,/el xeˈɾen.te/ /la xeˈɾen.te/,[sound:al_es_es_the_manager.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the map,el mapa,/el ˈma.pa/,[sound:al_es_es_the_map.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the market,el mercado,/el meɾˈkaðo/,[sound:al_es_es_the_market.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the meter,el metro,/el ˈme.tɾo/,[sound:al_es_es_the_meter.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the minute,el minuto,/el miˈnu.to/,[sound:al_es_es_the_minute.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the month,el mes,/el ˈmes/,[sound:al_es_es_the_month.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the moon,la luna,/la ˈlu.na/,[sound:al_es_es_the_moon.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the morning,la mañana,/la maˈɲa.na/,[sound:al_es_es_the_morning.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the mother,la madre,/la ˈmaðɾe/,[sound:al_es_es_the_mother.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the mountain,la montaña,/la monˈta.ɲa/,[sound:al_es_es_the_mountain.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the mouse,el ratón,/el raˈton/,[sound:al_es_es_the_mouse.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the mouth,la boca,/la ˈbo.ka/,[sound:al_es_es_the_mouth.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the movie,la película,/la peˈli.ku.la/,[sound:al_es_es_the_movie.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the neck,el cuello,/el ˈkwe.ʎo/,[sound:al_es_es_the_neck.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the needle,la aguja,/la aˈɣu.xa/,[sound:al_es_es_the_needle.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
the neighbor,el vecino,/el βeˈθino/,[sound:al_es_es_the_neighbor.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the network,la red,/la ˈreð/,[sound:al_es_es_the_network.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the newspaper,el periódico,/el peˈɾjo.ði.ko/,[sound:al_es_es_the_newspaper.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the night,la noche,/la ˈno.tʃe/,[sound:al_es_es_the_night.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the north,el norte,/el ˈnoɾ.te/,[sound:al_es_es_the_north.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the nose,la nariz,/la naˈɾiθ/,[sound:al_es_es_the_nose.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the note,la nota,/la ˈno.ta/,[sound:al_es_es_the_note.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the noun,el sustantivo,/el sus.tanˈti.βo/,[sound:al_es_es_the_noun.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the number,el número,/el ˈnu.me.ɾo/,[sound:al_es_es_the_number.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the ocean,el océano,/el oˈθe.a.no/,[sound:al_es_es_the_ocean.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the office,la oficina,/la ofiˈθina/,[sound:al_es_es_the_office.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the orange,la naranja,/la naˈɾaŋ.xa/,[sound:al_es_es_the_orange.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the outside,el exterior,/el eks.teˈɾjoɾ/,[sound:al_es_es_the_outside.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the page,la página,/la ˈpa.xi.na/,[sound:al_es_es_the_page.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the paint,la pintura,/la pinˈtu.ɾa/,[sound:al_es_es_the_paint.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the pants,los pantalones,/los pantaˈlones/,[sound:al_es_es_the_pants.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the paper,el papel,/el paˈpel/,[sound:al_es_es_the_paper.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the parent,el progenitor,/el ˌpɾoxeniˈtoɾ/,[sound:al_es_es_the_parent.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the park,el parque,/el ˈpaɾke/,[sound:al_es_es_the_park.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the patient,el paciente / la paciente,/el paˈθjen.te/ /la paˈθjen.te/,[sound:al_es_es_the_patient.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the pattern,el patrón,/el paˈtɾon/,[sound:al_es_es_the_pattern.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the pen,el bolígrafo,/el boˈli.ɣɾa.fo/,[sound:al_es_es_the_pen.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the pencil,el lápiz,/el ˈla.pis/,[sound:al_es_es_the_pencil.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the person,la persona,/la peɾˈsona/,[sound:al_es_es_the_person.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the photograph,la fotografía,/la fo.to.ɣɾaˈfi.a/,[sound:al_es_es_the_photograph.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the piece,el pedazo,/el peˈða.θo/,[sound:al_es_es_the_piece.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the pig,el cerdo,/el ˈθeɾðo/,[sound:al_es_es_the_pig.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the plane,el avión,/el aˈβjon/,[sound:al_es_es_the_plane.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the plant,la planta,/la ˈplan.ta/,[sound:al_es_es_the_plant.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the plate,el plato,/el ˈpla.to/,[sound:al_es_es_the_plate.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the player,el jugador,/el xuɡaˈðoɾ/,[sound:al_es_es_the_player.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the pocket,el bolsillo,/el bolˈsiʎo/,[sound:al_es_es_the_pocket.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the police,la policía,/la po.liˈθi.a/,[sound:al_es_es_the_police.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the pool,la piscina,/la pisˈθi.na/,[sound:al_es_es_the_pool.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the pork,el cerdo,/el ˈθeɾ.ðo/,[sound:al_es_es_the_pig.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the pound,la libra,/la ˈli.βɾa/,[sound:al_es_es_the_pound.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the president,el presidente,/el pɾesiˈðente/,[sound:al_es_es_the_president.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the price,el precio,/el ˈpɾe.θjo/,[sound:al_es_es_the_price.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the priest,el sacerdote / la sacerdotisa,/el sa.θeɾˈðo.te/ /la sa.θeɾ.doˈti.sa/,[sound:al_es_es_the_priest.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the program,el programa,/el pɾoˈɣɾa.ma/,[sound:al_es_es_the_program.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the queen,la reina,/la ˈrejna/,[sound:al_es_es_the_queen.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the radio,la radio,/la ˈra.ðjo/,[sound:al_es_es_the_radio.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the rain,la lluvia,/la ˈʎu.βja/,[sound:al_es_es_the_rain.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the reporter,el reportero / la reportera,/el re.poɾˈte.ɾo/ /la re.poɾˈte.ɾa/,[sound:al_es_es_the_reporter.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the restaurant,el restaurante,/el restaʊˈɾante/,[sound:al_es_es_the_restaurant.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the ring,el anillo,/el aˈni.ʎo/,[sound:al_es_es_the_ring.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the river,el río,/el ˈri.o/,[sound:al_es_es_the_river.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the roof,el tejado,/el teˈxa.ðo/,[sound:al_es_es_the_roof.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the room,la habitación,/la aβitaˈθjon/,[sound:al_es_es_the_room.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the root,la raíz,/la raˈiθ/,[sound:al_es_es_the_root.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the sand,la arena,/la aˈɾe.na/,[sound:al_es_es_the_sand.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the school,la escuela,/la esˈkweɾa/,[sound:al_es_es_the_school.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the screen,la pantalla,/la panˈta.ʝa/,[sound:al_es_es_the_screen.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the sea,el mar,/el ˈmaɾ/,[sound:al_es_es_the_sea.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the season,la estación,/la es.taˈθjon/,[sound:al_es_es_the_season.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the second,el segundo,/el seˈɣun.do/,[sound:al_es_es_the_second.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the secretary,el secretario / la secretaria,/el se.kɾeˈta.ɾjo/ /la se.kɾeˈta.ɾja/,[sound:al_es_es_the_secretary.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the seed,la semilla,/la seˈmi.ʎa/,[sound:al_es_es_the_seed.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the ship,el barco; el buque,/el ˈbaɾko/ /el ˈbu.ke/,[sound:al_es_es_the_ship.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the shirt,la camisa,/la kaˈmisa/,[sound:al_es_es_the_shirt.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the shoes,los zapatos,/los θaˈpatos/,[sound:al_es_es_the_shoes.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the shoulder,el hombro,/el ˈom.bɾo/,[sound:al_es_es_the_shoulder.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
the side,el lado,/el ˈla.ðo/,[sound:al_es_es_the_side.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the sign,el signo,/el ˈsiɣ.no/,[sound:al_es_es_the_sign.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the sister,la hermana,/la eɾˈmana/,[sound:al_es_es_the_sister.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the skin,la piel,/la ˈpjel/,[sound:al_es_es_the_skin.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the skirt,la falda,/la ˈfalða/,[sound:al_es_es_the_skirt.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the sky,el cielo,/el ˈθje.lo/,[sound:al_es_es_heaven.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the snow,la nieve,/la ˈnje.βe/,[sound:al_es_es_the_snow.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the soap,el jabón,/el xaˈβon/,[sound:al_es_es_the_soap.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the soldier,el soldado / la soldado,/el solˈða.ðo/ /la solˈða.ðo/,[sound:al_es_es_the_soldier.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the son,el hijo,/el ˈixo/,[sound:al_es_es_the_son.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the song,la canción,/la kanˈθjon/,[sound:al_es_es_the_song.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the sound,el sonido,/el soˈni.ðo/,[sound:al_es_es_the_sound.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the soup,la sopa,/la ˈso.pa/,[sound:al_es_es_the_soup.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the south,el sur,/el ˈsuɾ/,[sound:al_es_es_the_south.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the spoon,la cuchara,/la kuˈtʃa.ɾa/,[sound:al_es_es_the_spoon.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the Spring,la primavera,/la pɾi.maˈβe.ɾa/,[sound:al_es_es_the_spring.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the square,el cuadrado,/el kwaˈðɾa.ðo/,[sound:al_es_es_the_square.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the stain,la mancha,/la ˈmantʃa/,[sound:al_es_es_the_stain.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the star,la estrella,/la esˈtɾe.ʎa/,[sound:al_es_es_the_star.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the store/shop,la tienda,/la ˈtjenda/,[sound:al_es_es_the_store_shop.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the street/road,la calle,/la ˈkaʎe/,[sound:al_es_es_the_street_road.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the student,el estudiante / la estudiante,/el es.tuˈðjan.te/ /la es.tuˈðjan.te/,[sound:al_es_es_the_student.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the suit,el traje,/el ˈtɾaxe/,[sound:al_es_es_the_suit.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the Summer,el verano,/el beˈɾa.no/,[sound:al_es_es_the_summer.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the sun,el sol,/el ˈsol/,[sound:al_es_es_the_sun.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the T-shirt,la camiseta,/la kamiˈseta/,[sound:al_es_es_the_t_shirt.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the table,la mesa,/la ˈme.sa/,[sound:al_es_es_the_table.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the teacher,el profesor / la profesora,/el pɾo.feˈsoɾ/ /la pɾo.feˈsoɾa/,[sound:al_es_es_the_teacher.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the team,el equipo,/el eˈki.po/,[sound:al_es_es_the_team.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
the tear,la lágrima,/la ˈla.ɣɾi.ma/,[sound:al_es_es_the_tear.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the telephone,el teléfono,/el teˈle.fo.no/,[sound:al_es_es_the_telephone.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the television,la televisión,/la te.le.βiˈsjon/,[sound:al_es_es_the_television.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the theater,el teatro,/el teˈatɾo/,[sound:al_es_es_the_theater.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the time,el tiempo,/el ˈtjem.po/,[sound:al_es_es_the_time.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the tire,el neumático,/el newˈmatiko/,[sound:al_es_es_the_tire.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the toe,el dedo del pie,/el ˈde.ðo ðel ˈpje/,[sound:al_es_es_the_toe.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the tongue,la lengua,/la ˈleŋ.ɡwa/,[sound:al_es_es_the_tongue.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the tool,la herramienta,/la e.raˈmjen.ta/,[sound:al_es_es_the_tool.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the tooth,el diente,/el ˈdjen.te/,[sound:al_es_es_the_tooth.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the top,la parte superior,/la ˈpaɾ.te su.pe.ˈɾjoɾ/,[sound:al_es_es_the_top.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the town,el pueblo; la ciudad pequeña,/el ˈpwe.βlo/ /la θjuˈðað peˈke.ɲa/,[sound:al_es_es_the_town.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the train,el tren,/el ˈtɾen/,[sound:al_es_es_the_train.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the train station,la estación de tren,/la es.taˈθjon de ˈtɾen/,[sound:al_es_es_the_train_station.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the tree,el árbol,/el ˈaɾ.βol/,[sound:al_es_es_the_tree.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the truck,el camión,/el kaˈmjon/,[sound:al_es_es_the_truck.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the university,la universidad,/la uniβeɾsiˈðað/,[sound:al_es_es_the_university.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the valley,el valle,/el ˈba.ʎe/,[sound:al_es_es_the_valley.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the verb,el verbo,/el ˈβeɾ.βo/,[sound:al_es_es_the_verb.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the victim,la víctima,/la ˈβiktima/,[sound:al_es_es_the_victim.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the voice,la voz,/la ˈboθ/,[sound:al_es_es_the_voice.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the vowel,la vocal,/la βoˈkal/,[sound:al_es_es_the_vowel.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the waiter,el camarero / la camarera,/el ka.maˈɾe.ɾo/ /la ka.maˈɾe.ɾa/,[sound:al_es_es_the_waiter.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the wall,la pared,/la paˈɾeð/,[sound:al_es_es_the_wall.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the wave,la ola,/la ˈo.la/,[sound:al_es_es_the_wave.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the week,la semana,/la seˈma.na/,[sound:al_es_es_the_week.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the west,el oeste,/el oˈes.te/,[sound:al_es_es_the_west.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the wife,la esposa,/la esˈposa/,[sound:al_es_es_the_wife.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the wind,el viento,/el ˈbjen.to/,[sound:al_es_es_the_wind.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the window,la ventana,/la benˈta.na/,[sound:al_es_es_the_window.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the wing,el ala,/el ˈala/,[sound:al_es_es_the_wing.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the Winter,el invierno,/el imˈbjeɾ.no/,[sound:al_es_es_the_winter.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the woman,la mujer,/la muˈxeɾ/,[sound:al_es_es_the_woman.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the world,el mundo,/el ˈmun.do/,[sound:al_es_es_the_world.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
the yard,el patio,/el ˈpa.tjo/,[sound:al_es_es_the_yard.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
the year,el año,/el ˈa.ɲo/,[sound:al_es_es_the_year.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
they,ellos / ellas,/ˈe.ʝos/ /ˈe.ʝas/,[sound:al_es_es_they.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
thick,grueso,/ˈɡɾwe.so/,[sound:al_es_es_thick.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
thin,delgado,/delˈɣa.ðo/,[sound:al_es_es_thin.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-F,AnkiLangs::ES
third (3rd),tercero,/teɾˈθe.ɾo/ /teɾˈθe.ɾa/,[sound:al_es_es_third_3rd.mp3],Google Cloud TTS<br>Voice: es-ES-Studio-C,AnkiLangs::ES
thirteen (13),trece,/ˈtɾe.θe/,[sound:al_es_es_thirteen_13.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Gacrux,AnkiLangs::ES
thirty (30),treinta,/ˈtɾejn.ta/,[sound:al_es_es_thirty_30.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
thirty-one (31),treinta y uno,/ˈtɾejn.ta i ˈu.no/,[sound:al_es_es_thirty_one_31.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
thirty-two (32),treinta y dos,/ˈtɾejn.ta i ˈðos/,[sound:al_es_es_thirty_two_32.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
three (3),tres,/ˈtɾes/,[sound:al_es_es_three_3.mp3],Google Cloud TTS<br>Voice: es-ES-Chirp3-HD-Despina,AnkiLangs::ES
