key,text:ta,ipa:ta,audio:ta,audio source:ta,tags:ta
the job,வேலை,/ʋeːlai/,[sound:al_ta_in_the_job.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the key,சாவி,/saːʋi/,[sound:al_ta_in_the_key.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the kilogram,கிலோகிராம்,/kiloːɡiɾaːm/,[sound:al_ta_in_the_kilogram.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the king,அரசன்,/aɾasan/,[sound:al_ta_in_the_king.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the kitchen,சமையலறை,/samaijalɾai/,[sound:al_ta_in_the_kitchen.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the knee,முழங்கால்,/muɻaŋɡaːl/,[sound:al_ta_in_the_knee.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the knife,கத்தி,/katti/,[sound:al_ta_in_the_knife.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the lake,ஏரி,/eːɾi/,[sound:al_ta_in_the_lake.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the lamp,விளக்கு,/ʋiɭakku/,[sound:al_ta_in_the_lamp.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the laptop,லேப்டாப்,/leːpɖaːp/,[sound:al_ta_in_the_laptop.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the lawyer,வழக்கறிஞர்,/ʋaɻakkaɾiɲar/,[sound:al_ta_in_the_lawyer.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the leaf,இலை,/ilai/,[sound:al_ta_in_the_leaf.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the leg,கால்,/kaːl/,[sound:al_ta_in_the_leg.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the lemon,எலுமிச்சை,/elumittʃai/,[sound:al_ta_in_the_lemon.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the letter,கடிதம்,/kaɖidam/,[sound:al_ta_in_the_letter.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the library,நூலகம்,/nuːlaɡam/,[sound:al_ta_in_the_library.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the light,விளக்கு,/ʋiɭakku/,[sound:al_ta_in_the_light.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the lip,உதடு,/udaɖu/,[sound:al_ta_in_the_lip.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the location,இடம்,/iɖam/,[sound:al_ta_in_the_location.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the lock,பூட்டு,/puːʈʈu/,[sound:al_ta_in_the_lock.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the magazine,பத்திரிகை,/pattiɾiɡai/,[sound:al_ta_in_the_magazine.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the man,மனிதன்,/manidan/,[sound:al_ta_in_the_man.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the manager,மேலாளர்,/meːlaːɭar/,[sound:al_ta_in_the_manager.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the map,வரைபடம்,/ʋaɾaipaɖam/,[sound:al_ta_in_the_map.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the market,சந்தை,/sandai/,[sound:al_ta_in_the_market.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the meter,மீட்டர்,/miːʈʈar/,[sound:al_ta_in_the_meter.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the minute,நிமிடம்,/nimiɖam/,[sound:al_ta_in_the_minute.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the month,மாதம்,/maːdam/,[sound:al_ta_in_the_month.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the moon,நிலா,/nilaː/,[sound:al_ta_in_the_moon.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the morning,காலை,/kaːlai/,[sound:al_ta_in_the_morning.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the mother,தாய்,/taːj/,[sound:al_ta_in_the_mother.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the mountain,மலை,/malai/,[sound:al_ta_in_the_mountain.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the mouse,எலி,/eli/,[sound:al_ta_in_the_mouse.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the mouth,வாய்,/ʋaːj/,[sound:al_ta_in_the_mouth.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the movie,திரைப்படம்,/diɾaippaɖam/,[sound:al_ta_in_the_movie.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the neck,கழுத்து,/kaɻuttu/,[sound:al_ta_in_the_neck.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the needle,ஊசி,/uːsi/,[sound:al_ta_in_the_needle.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the neighbor,அண்டை வீட்டார்,/aɳɖai ʋiːʈʈaːr/,[sound:al_ta_in_the_neighbor.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the network,வலையமைப்பு,/ʋalaijamɑippu/,[sound:al_ta_in_the_network.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the newspaper,செய்தித்தாள்,/seːjdittaːɭ/,[sound:al_ta_in_the_newspaper.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the night,இரவு,/iraʋu/,[sound:al_ta_in_the_night.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the north,வடக்கு,/ʋaɖakku/,[sound:al_ta_in_the_north.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the nose,மூக்கு,/muːkku/,[sound:al_ta_in_the_nose.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the note,குறிப்பு,/kuɾippu/,[sound:al_ta_in_the_note.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the noun,பெயர்ச்சொல்,/pejaːrtʃol/,[sound:al_ta_in_the_noun.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the number,எண்,/eɳ/,[sound:al_ta_in_the_number.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the ocean,கடல்,/kaɖal/,[sound:al_ta_in_the_ocean.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the office,அலுவலகம்,/aluʋalaɡam/,[sound:al_ta_in_the_office.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the orange,ஆரஞ்சு,/aːɾan͡ʒu/,[sound:al_ta_in_the_orange.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the outside,வெளிப்புறம்,/ʋeɭippuɾam/,[sound:al_ta_in_the_outside.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the page,பக்கம்,/pakkam/,[sound:al_ta_in_the_page.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the paint,வண்ணப்பூச்சு,/ʋaɳɳappuːttʃu/,[sound:al_ta_in_the_paint.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the pants,கால்சட்டை,/kaːlsaʈʈai/,[sound:al_ta_in_the_pants.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the paper,காகிதம்,/kaːɡidam/,[sound:al_ta_in_the_paper.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the parent,பெற்றோர்,/petɾoːr/,[sound:al_ta_in_the_parent.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the park,பூங்கா,/puːŋɡaː/,[sound:al_ta_in_the_park.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the patient,நோயாளி,/noːjaːɭi/,[sound:al_ta_in_the_patient.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the pattern,மாதிரி,/maːdiɾi/,[sound:al_ta_in_the_pattern.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the pen,பேனா,/peːnaː/,[sound:al_ta_in_the_pen.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the pencil,பென்சில்,/pensil/,[sound:al_ta_in_the_pencil.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the person,நபர்,/nabar/,[sound:al_ta_in_the_person.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the photograph,புகைப்படம்,/puɡaippaɖam/,[sound:al_ta_in_the_photograph.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the piece,துண்டு,/tuɳɖu/,[sound:al_ta_in_the_piece.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the pig,பன்றி,/panɾi/,[sound:al_ta_in_the_pig.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the plane,விமானம்,/ʋimaːnam/,[sound:al_ta_in_the_plane.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the plant,தாவரம்,/taːʋaɾam/,[sound:al_ta_in_the_plant.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the plate,தட்டு,/taʈʈu/,[sound:al_ta_in_the_plate.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the player,வீரர்,/ʋiːɾar/,[sound:al_ta_in_the_player.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the pocket,பாக்கெட்,/paːkkeʈ/,[sound:al_ta_in_the_pocket.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the police,காவல்துறை,/kaːʋalduɾai/,[sound:al_ta_in_the_police.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the pool,குளம்,/kuɭam/,[sound:al_ta_in_the_pool.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the pork,பன்றி இறைச்சி,/panɾi iɾaitʃi/,[sound:al_ta_in_the_pork.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the pound,பவுண்டு,/pauɳɖu/,[sound:al_ta_in_the_pound.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the president,ஜனாதிபதி,/d͡ʒanaːdibadi/,[sound:al_ta_in_the_president.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the price,விலை,/ʋilai/,[sound:al_ta_in_the_price.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the priest,பாதிரியார்,/paːdiɾijaːr/,[sound:al_ta_in_the_priest.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the program,திட்டம்,/tiʈʈam/,[sound:al_ta_in_the_program.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the queen,ராணி,/ɾaːɳi/,[sound:al_ta_in_the_queen.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the radio,வானொலி,/ʋaːnoːli/,[sound:al_ta_in_the_radio.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the rain,மழை,/maɻai/,[sound:al_ta_in_the_rain.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the reporter,செய்தியாளர்,/seːjdijaːɭar/,[sound:al_ta_in_the_reporter.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the restaurant,உணவகம்,/uɳaʋaɡam/,[sound:al_ta_in_the_restaurant.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the ring,மோதிரம்,/moːdiɾam/,[sound:al_ta_in_the_ring.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the river,ஆறு,/aːɾu/,[sound:al_ta_in_the_river.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the roof,கூரை,/kuːɾai/,[sound:al_ta_in_the_roof.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the room,அறை,/aɾai/,[sound:al_ta_in_the_room.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the root,வேர்,/ʋeːr/,[sound:al_ta_in_the_root.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the sand,மணல்,/maɳal/,[sound:al_ta_in_the_sand.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the school,பள்ளி,/paɭɭi/,[sound:al_ta_in_the_school.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the screen,திரை,/diɾai/,[sound:al_ta_in_the_screen.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the sea,கடல்,/kaɖal/,[sound:al_ta_in_the_sea.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the season,பருவம்,/paɾuʋam/,[sound:al_ta_in_the_season.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the second,விநாடி,/ʋinaːɖi/,[sound:al_ta_in_the_second.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the secretary,செயலாளர்,/sejaːlaːɭar/,[sound:al_ta_in_the_secretary.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the seed,விதை,/ʋidai/,[sound:al_ta_in_the_seed.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the ship,கப்பல்,/kappal/,[sound:al_ta_in_the_ship.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the shirt,சட்டை,/saʈʈai/,[sound:al_ta_in_the_shirt.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the shoes,காலணி,/kaːlaɳi/,[sound:al_ta_in_the_shoes.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the shoulder,தோள்,/toːɭ/,[sound:al_ta_in_the_shoulder.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the side,பக்கம்,/pakkam/,[sound:al_ta_in_the_side.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the sign,அடையாளம்,/aɖaijaːɭam/,[sound:al_ta_in_the_sign.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the sister,சகோதரி,/saɡoːdari/,[sound:al_ta_in_the_sister.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the skin,தோல்,/toːl/,[sound:al_ta_in_the_skin.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the skirt,பாவாடை,/paːʋaːɖai/,[sound:al_ta_in_the_skirt.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the sky,வானம்,/ʋaːnam/,[sound:al_ta_in_the_sky.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the snow,பனி,/pani/,[sound:al_ta_in_the_snow.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the soap,சோப்பு,/soːppu/,[sound:al_ta_in_the_soap.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the soldier,சிப்பாய்,/sippaːj/,[sound:al_ta_in_the_soldier.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the son,மகன்,/maɡan/,[sound:al_ta_in_the_son.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the song,பாடல்,/paːɖal/,[sound:al_ta_in_the_song.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the sound,ஒலி,/oli/,[sound:al_ta_in_the_sound.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the soup,சூப்,/suːp/,[sound:al_ta_in_the_soup.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the south,தெற்கு,/teɾku/,[sound:al_ta_in_the_south.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the spoon,கரண்டி,/kaɾaɳɖi/,[sound:al_ta_in_the_spoon.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the Spring,வசந்த காலம்,/ʋasanda kaːlam/,[sound:al_ta_in_the_spring.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the square,சதுரம்,/saduɾam/,[sound:al_ta_in_the_square.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the stain,கறை,/kaɾai/,[sound:al_ta_in_the_stain.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the star,நட்சத்திரம்,/naʈsattiɾam/,[sound:al_ta_in_the_star.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the store/shop,கடை,/kaɖai/,[sound:al_ta_in_the_store_shop.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the street/road,தெரு,/deɾu/,[sound:al_ta_in_the_street_road.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the student,மாணவர்,/maːɳaʋar/,[sound:al_ta_in_the_student.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the suit,உடை,/uɖai/,[sound:al_ta_in_the_suit.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the Summer,கோடை காலம்,/koːɖai kaːlam/,[sound:al_ta_in_the_summer.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the sun,சூரியன்,/suːɾijan/,[sound:al_ta_in_the_sun.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the T-shirt,டி-ஷர்ட்,/ɖi-ʃarʈ/,[sound:al_ta_in_the_t_shirt.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the table,மேசை,/meːsai/,[sound:al_ta_in_the_table.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the teacher,ஆசிரியர்,/aːsiɾijar/,[sound:al_ta_in_the_teacher.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the team,குழு,/kuɻu/,[sound:al_ta_in_the_team.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the tear,கண்ணீர்,/kaɳɳiːr/,[sound:al_ta_in_the_tear.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the telephone,தொலைபேசி,/tolaibeːsi/,[sound:al_ta_in_the_telephone.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the television,தொலைக்காட்சி,/tolaikkhaːʈsi/,[sound:al_ta_in_the_television.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the theater,அரங்கம்,/aɾaŋɡam/,[sound:al_ta_in_the_theater.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the time,நேரம்,/neːɾam/,[sound:al_ta_in_the_time.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the tire,டயர்,/ɖajar/,[sound:al_ta_in_the_tire.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the toe,கால் விரல்,/kaːl ʋiɾal/,[sound:al_ta_in_the_toe.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the tongue,நாக்கு,/naːkku/,[sound:al_ta_in_the_tongue.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the tool,கருவி,/kaɾuʋi/,[sound:al_ta_in_the_tool.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the tooth,பல்,/pal/,[sound:al_ta_in_the_tooth.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the top,மேல்,/meːl/,[sound:al_ta_in_the_top.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the town,நகரம்,/naɡaɾam/,[sound:al_ta_in_the_town.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the train,ரயில்,/ɾajil/,[sound:al_ta_in_the_train.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the train station,ரயில் நிலையம்,/ɾajil nilaijam/,[sound:al_ta_in_the_train_station.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the tree,மரம்,/maɾam/,[sound:al_ta_in_the_tree.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the truck,டிரக்,/ɖiɾak/,[sound:al_ta_in_the_truck.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the university,பல்கலைக்கழகம்,/palkalaikkaɻaɡam/,[sound:al_ta_in_the_university.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the valley,பள்ளத்தாக்கு,/paɭɭattaːkku/,[sound:al_ta_in_the_valley.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the verb,வினைச்சொல்,/ʋinaitʃol/,[sound:al_ta_in_the_verb.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the victim,பாதிக்கப்பட்டவர்,/paːdikkkappaʈʈaʋar/,[sound:al_ta_in_the_victim.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the voice,குரல்,/kuɾal/,[sound:al_ta_in_the_voice.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the vowel,உயிரெழுத்து,/ujiɾeɻuttu/,[sound:al_ta_in_the_vowel.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the waiter,பணியாளர்,/paɳijaːɭar/,[sound:al_ta_in_the_waiter.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the wall,சுவர்,/suʋar/,[sound:al_ta_in_the_wall.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the wave,அலை,/alai/,[sound:al_ta_in_the_wave.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the week,வாரம்,/ʋaːɾam/,[sound:al_ta_in_the_week.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the west,மேற்கு,/meːɾku/,[sound:al_ta_in_the_west.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the wife,மனைவி,/manaiʋi/,[sound:al_ta_in_the_wife.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the wind,காற்று,/kaːttu/,[sound:al_ta_in_the_wind.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the window,ஜன்னல்,/d͡ʒannal/,[sound:al_ta_in_the_window.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the wing,சிறகு,/siɾaɡu/,[sound:al_ta_in_the_wing.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the Winter,குளிர் காலம்,/kuɭir kaːlam/,[sound:al_ta_in_the_winter.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the woman,பெண்,/peɳ/,[sound:al_ta_in_the_woman.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
the world,உலகம்,/ulaɡam/,[sound:al_ta_in_the_world.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the yard,முற்றம்,/muttɾam/,[sound:al_ta_in_the_yard.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
the year,வருடம்,/ʋaɾuɖam/,[sound:al_ta_in_the_year.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
they,அவர்கள்,/aʋarɡaɭ/,[sound:al_ta_in_they.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
thick,தடிமனான,/taɖimaːnaːna/,[sound:al_ta_in_thick.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
thin,மெல்லிய,/mellija/,[sound:al_ta_in_thin.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
third (3rd),மூன்றாவது,/muːnɾaːʋadu/,[sound:al_ta_in_third_3rd.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
thirteen (13),பதின்மூன்று,/padinmuːnɾu/,[sound:al_ta_in_thirteen_13.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
thirty (30),முப்பது,/muppadu/,[sound:al_ta_in_thirty_30.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
thirty-one (31),முப்பத்தி ஒன்று,/muppatti onɖɾu/,[sound:al_ta_in_thirty_one_31.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
thirty-two (32),முப்பத்தி இரண்டு,/muppatti iraɳɖu/,[sound:al_ta_in_thirty_two_32.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
three (3),மூன்று,/muːnɾu/,[sound:al_ta_in_three_3.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-A,AnkiLangs::TA
Thursday,வியாழன்,/ʋijaːɻan/,[sound:al_ta_in_thursday.mp3],Google Cloud TTS<br>Voice: ta-IN-Standard-B,AnkiLangs::TA
