key,text:fa,ipa:fa,audio:fa,audio source:fa,tags:fa
the noun,اسم,/esm/,[sound:al_fa_ir_the_noun.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the number,عدد,/ʔædæd/,[sound:al_fa_ir_the_number.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the ocean,اقیانوس,/oɢjɒːnus/,[sound:al_fa_ir_the_ocean.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the office,دفتر,/dæftæɾ/,[sound:al_fa_ir_the_office.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the orange,پرتقال,/poɾteɢɒːl/,[sound:al_fa_ir_the_orange.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the outside,بیرون,/biɾun/,[sound:al_fa_ir_the_outside.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the page,صفحه,/sæfhe/,[sound:al_fa_ir_the_page.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the paint,رنگ,/ɾæng/,[sound:al_fa_ir_the_paint.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the pants,شلوار,/ʃælvɒːɾ/,[sound:al_fa_ir_the_pants.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the paper,کاغذ,/kɒːɢæz/,[sound:al_fa_ir_the_paper.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the parent,والدین,/vɒːledejn/,[sound:al_fa_ir_the_parent.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the park,پارک,/pɒːɾk/,[sound:al_fa_ir_the_park.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the patient,بیمار,/bimɒːɾ/,[sound:al_fa_ir_the_patient.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the pattern,الگو,/olgu/,[sound:al_fa_ir_the_pattern.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the pen,خودکار,/xodkɒːɾ/,[sound:al_fa_ir_the_pen.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the pencil,مداد,/medɒːd/,[sound:al_fa_ir_the_pencil.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the person,شخص,/ʃæxs/,[sound:al_fa_ir_the_person.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the photograph,عکس,/ʔæks/,[sound:al_fa_ir_the_photograph.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the piece,تکه,/teke/,[sound:al_fa_ir_the_piece.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the pig,خوک,/xuk/,[sound:al_fa_ir_the_pig.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the plane,هواپیما,/hævɒːpejmɒː/,[sound:al_fa_ir_the_plane.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the plant,گیاه,/gijɒːh/,[sound:al_fa_ir_the_plant.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the plate,بشقاب,/boʃɢɒːb/,[sound:al_fa_ir_the_plate.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the player,بازیکن,/bɒːzikæn/,[sound:al_fa_ir_the_player.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the pocket,جیب,/d͡ʒib/,[sound:al_fa_ir_the_pocket.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the police,پلیس,/polis/,[sound:al_fa_ir_the_police.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the pool,استخر,/estæxɾ/,[sound:al_fa_ir_the_pool.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the pork,گوشت خوک,/guʃte xuk/,[sound:al_fa_ir_the_pork.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the pound,پوند,/pund/,[sound:al_fa_ir_the_pound.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the president,رئیس‌جمهور,/ɾæʔise d͡ʒomhuɾ/,[sound:al_fa_ir_the_president.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the price,قیمت,/ɢimæt/,[sound:al_fa_ir_the_price.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the priest,کشیش,/keʃiʃ/,[sound:al_fa_ir_the_priest.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the program,برنامه,/bæɾnɒːme/,[sound:al_fa_ir_the_program.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the queen,ملکه,/mæleke/,[sound:al_fa_ir_the_queen.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the radio,رادیو,/ɾɒːdijo/,[sound:al_fa_ir_the_radio.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the rain,باران,/bɒːɾɒːn/,[sound:al_fa_ir_the_rain.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the reporter,خبرنگار,/xæbæɾnegɒːɾ/,[sound:al_fa_ir_the_reporter.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the restaurant,رستوران,/ɾestorɒːn/,[sound:al_fa_ir_the_restaurant.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the ring,حلقه,/hælɢe/,[sound:al_fa_ir_the_ring.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the river,رودخانه,/ɾudxɒːne/,[sound:al_fa_ir_the_river.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the roof,سقف,/sæɢf/,[sound:al_fa_ir_the_roof.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the room,اتاق,/otɒːɢ/,[sound:al_fa_ir_the_room.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the root,ریشه,/ɾiʃe/,[sound:al_fa_ir_the_root.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the sand,شن,/ʃen/,[sound:al_fa_ir_the_sand.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the school,مدرسه,/mædɾese/,[sound:al_fa_ir_the_school.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the screen,صفحه نمایش,/sæfheye næmɒːjeʃ/,[sound:al_fa_ir_the_screen.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the sea,دریا,/dæɾjɒː/,[sound:al_fa_ir_the_sea.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the season,فصل,/fæsl/,[sound:al_fa_ir_the_season.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the second,ثانیه,/sɒːnije/,[sound:al_fa_ir_the_second.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the secretary,منشی,/monʃi/,[sound:al_fa_ir_the_secretary.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the seed,دانه,/dɒːne/,[sound:al_fa_ir_the_seed.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the ship,کشتی,/keʃti/,[sound:al_fa_ir_the_ship.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the shirt,پیراهن,/piɾɒːhæn/,[sound:al_fa_ir_the_shirt.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the shoes,کفش,/kæfʃ/,[sound:al_fa_ir_the_shoes.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the shoulder,شانه,/ʃɒːne/,[sound:al_fa_ir_the_shoulder.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the side,کنار,/kenɒːɾ/,[sound:al_fa_ir_the_side.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the sign,علامت,/ʔælɒːmæt/,[sound:al_fa_ir_the_sign.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the sister,خواهر,/xɒːhæɾ/,[sound:al_fa_ir_the_sister.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the skin,پوست,/pust/,[sound:al_fa_ir_the_skin.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the skirt,دامن,/dɒːmæn/,[sound:al_fa_ir_the_skirt.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the sky,آسمان,/ɒːsemɒːn/,[sound:al_fa_ir_the_sky.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the snow,برف,/bæɾf/,[sound:al_fa_ir_the_snow.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the soap,صابون,/sɒːbun/,[sound:al_fa_ir_the_soap.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the soldier,سرباز,/særbɒːz/,[sound:al_fa_ir_the_soldier.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the son,پسر,/pesæɾ/,[sound:al_fa_ir_the_son.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the song,آهنگ,/ɒːhæng/,[sound:al_fa_ir_the_song.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the sound,صدا,/sedɒː/,[sound:al_fa_ir_the_sound.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the soup,سوپ,/sup/,[sound:al_fa_ir_the_soup.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the south,جنوب,/d͡ʒonub/,[sound:al_fa_ir_the_south.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the spoon,قاشق,/ɢɒːʃoɢ/,[sound:al_fa_ir_the_spoon.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the Spring,بهار,/bæhɒːɾ/,[sound:al_fa_ir_the_spring.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the square,میدان,/mejdɒːn/,[sound:al_fa_ir_the_square.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the stain,لکه,/læke/,[sound:al_fa_ir_the_stain.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the star,ستاره,/setɒːɾe/,[sound:al_fa_ir_the_star.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the store/shop,فروشگاه,/foɾuʃgɒːh/,[sound:al_fa_ir_the_store_shop.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the street/road,خیابان,/xijɒːbɒːn/,[sound:al_fa_ir_the_street_road.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the student,دانش‌آموز,/dɒːneʃɒːmuz/,[sound:al_fa_ir_the_student.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the suit,کت و شلوار,/kot o ʃælvɒːɾ/,[sound:al_fa_ir_the_suit.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the Summer,تابستان,/tɒːbestɒːn/,[sound:al_fa_ir_the_summer.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the sun,خورشید,/xoɾʃid/,[sound:al_fa_ir_the_sun.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the T-shirt,تی‌شرت,/ti ʃeɾt/,[sound:al_fa_ir_the_t_shirt.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the table,میز,/miz/,[sound:al_fa_ir_the_table.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the teacher,معلم,/moʔælem/,[sound:al_fa_ir_the_teacher.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the team,تیم,/tim/,[sound:al_fa_ir_the_team.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the tear,اشک,/æʃk/,[sound:al_fa_ir_the_tear.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the telephone,تلفن,/telefon/,[sound:al_fa_ir_the_telephone.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the television,تلویزیون,/televizjon/,[sound:al_fa_ir_the_television.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the theater,تئاتر,/teʔɒːtɾ/,[sound:al_fa_ir_the_theater.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the time,زمان,/zæmɒːn/,[sound:al_fa_ir_the_time.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the tire,لاستیک,/lɒːstik/,[sound:al_fa_ir_the_tire.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the toe,انگشت پا,/ængʃote pɒː/,[sound:al_fa_ir_the_toe.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the tongue,زبان,/zæbɒːn/,[sound:al_fa_ir_the_tongue.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the tool,ابزار,/æbzɒːɾ/,[sound:al_fa_ir_the_tool.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the tooth,دندان,/dændɒːn/,[sound:al_fa_ir_the_tooth.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the top,بالا,/bɒːlɒː/,[sound:al_fa_ir_the_top.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the town,شهرک,/ʃæhɾæk/,[sound:al_fa_ir_the_town.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the train,قطار,/ɢætɒːɾ/,[sound:al_fa_ir_the_train.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the train station,ایستگاه قطار,/istgɒːhe ɢætɒːɾ/,[sound:al_fa_ir_the_train_station.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the tree,درخت,/deɾæxt/,[sound:al_fa_ir_the_tree.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the truck,کامیون,/kɒːmjon/,[sound:al_fa_ir_the_truck.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the university,دانشگاه,/dɒːneʃgɒːh/,[sound:al_fa_ir_the_university.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the valley,دره,/dære/,[sound:al_fa_ir_the_valley.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the verb,فعل,/feʔl/,[sound:al_fa_ir_the_verb.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the victim,قربانی,/ɢoɾbɒːni/,[sound:al_fa_ir_the_victim.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the voice,صدا,/sedɒː/,[sound:al_fa_ir_the_voice.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the vowel,حرف صدادار,/hæɾfe sedɒːdɒːɾ/,[sound:al_fa_ir_the_vowel.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the waiter,پیشخدمت,/piʃxedmæt/,[sound:al_fa_ir_the_waiter.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the wall,دیوار,/divɒːɾ/,[sound:al_fa_ir_the_wall.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the wave,موج,/mod͡ʒ/,[sound:al_fa_ir_the_wave.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the week,هفته,/hæfte/,[sound:al_fa_ir_the_week.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the west,غرب,/ɢæɾb/,[sound:al_fa_ir_the_west.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the wife,همسر,/hæmsær/,[sound:al_fa_ir_the_wife.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the wind,باد,/bɒːd/,[sound:al_fa_ir_the_wind.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the window,پنجره,/pænd͡ʒeɾe/,[sound:al_fa_ir_the_window.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the wing,بال,/bɒːl/,[sound:al_fa_ir_the_wing.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the Winter,زمستان,/zemestɒːn/,[sound:al_fa_ir_the_winter.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the woman,زن,/zæn/,[sound:al_fa_ir_the_woman.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
the world,جهان,/d͡ʒæhɒːn/,[sound:al_fa_ir_the_world.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
the yard,حیاط,/hæjɒːt/,[sound:al_fa_ir_the_yard.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
the year,سال,/sɒːl/,[sound:al_fa_ir_the_year.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
they,آن‌ها,/ɒːnhɒː/,[sound:al_fa_ir_they.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
thick,ضخیم,/zæxim/,[sound:al_fa_ir_thick.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
thin,نازک,/nɒːzok/,[sound:al_fa_ir_thin.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
third (3rd),سوم,/sevom/,[sound:al_fa_ir_third_3rd.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
thirteen (13),سیزده,/sizdæh/,[sound:al_fa_ir_thirteen_13.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
thirty (30),سی,/si/,[sound:al_fa_ir_thirty_30.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
thirty-one (31),سی و یک,/sio jek/,[sound:al_fa_ir_thirty_one_31.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
thirty-two (32),سی و دو,/sio do/,[sound:al_fa_ir_thirty_two_32.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
three (3),سه,/se/,[sound:al_fa_ir_three_3.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
Thursday,پنجشنبه,/pænd͡ʒʃænbe/,[sound:al_fa_ir_thursday.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
tight,تنگ,/tæng/,[sound:al_fa_ir_tight.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to beat,زدن,/zædæn/,[sound:al_fa_ir_to_beat.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to bend,خم کردن,/xæm kæɾdæn/,[sound:al_fa_ir_to_bend.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to break,شکستن,/ʃekæstæn/,[sound:al_fa_ir_to_break.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to build,ساختن,/sɒːxtæn/,[sound:al_fa_ir_to_build.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to burn,سوزاندن,/suzɒːndæn/,[sound:al_fa_ir_to_burn.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to buy,خریدن,/xæɾidæn/,[sound:al_fa_ir_to_buy.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to call,صدا زدن,/sedɒː zædæn/,[sound:al_fa_ir_to_call.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to carry,حمل کردن,/hæml kæɾdæn/,[sound:al_fa_ir_to_carry.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to catch,گرفتن,/geɾeftæn/,[sound:al_fa_ir_to_catch.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to clean,تمیز کردن,/tæmiz kæɾdæn/,[sound:al_fa_ir_to_clean.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to close,بستن,/bæstæn/,[sound:al_fa_ir_to_close.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to cook,آشپزی کردن,/ɒːʃpæzi kæɾdæn/,[sound:al_fa_ir_to_cook.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to count,شمردن,/ʃomoɾdæn/,[sound:al_fa_ir_to_count.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to cry,گریه کردن,/geɾje kæɾdæn/,[sound:al_fa_ir_to_cry.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to cut,بریدن,/boɾidæn/,[sound:al_fa_ir_to_cut.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to dance,رقصیدن,/ɾæɢsidæn/,[sound:al_fa_ir_to_dance.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to die,مردن,/moɾdæn/,[sound:al_fa_ir_to_die.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to dig,کندن,/kændæn/,[sound:al_fa_ir_to_dig.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to draw,کشیدن,/keʃidæn/,[sound:al_fa_ir_to_draw.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to drink,نوشیدن,/nuʃidæn/,[sound:al_fa_ir_to_drink.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to drive,رانندگی کردن,/ɾɒːnændegi kæɾdæn/,[sound:al_fa_ir_to_drive.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to eat,خوردن,/xoɾdæn/,[sound:al_fa_ir_to_eat.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to explode,منفجر شدن,/monfæd͡ʒeɾ ʃodæn/,[sound:al_fa_ir_to_explode.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to fall,افتادن,/oftɒːdæn/,[sound:al_fa_ir_to_fall.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to feed,غذا دادن,/ɢæzɒː dɒːdæn/,[sound:al_fa_ir_to_feed.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to fight,جنگیدن,/d͡ʒængidæn/,[sound:al_fa_ir_to_fight.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to find,پیدا کردن,/pejdɒː kæɾdæn/,[sound:al_fa_ir_to_find.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to fly,پرواز کردن,/pæɾvɒːz kæɾdæn/,[sound:al_fa_ir_to_fly.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to follow,دنبال کردن,/donbɒːl kæɾdæn/,[sound:al_fa_ir_to_follow.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to go,رفتن,/ɾæftæn/,[sound:al_fa_ir_to_go.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to grow,رشد کردن,/ɾoʃd kæɾdæn/,[sound:al_fa_ir_to_grow.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to hang,آویزان کردن,/ɒːvizɒːn kæɾdæn/,[sound:al_fa_ir_to_hang.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to hear,شنیدن,/ʃenidæn/,[sound:al_fa_ir_to_hear.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to jump,پریدن,/pæɾidæn/,[sound:al_fa_ir_to_jump.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to kill,کشتن,/koʃtæn/,[sound:al_fa_ir_to_kill.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to kiss,بوسیدن,/busidæn/,[sound:al_fa_ir_to_kiss.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to laugh,خندیدن,/xændidæn/,[sound:al_fa_ir_to_laugh.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to learn,یاد گرفتن,/jɒːd geɾeftæn/,[sound:al_fa_ir_to_learn.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to lie down,دراز کشیدن,/deɾɒːz keʃidæn/,[sound:al_fa_ir_to_lie_down.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to lift,بلند کردن,/bolænd kæɾdæn/,[sound:al_fa_ir_to_lift.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to listen,گوش دادن,/guʃ dɒːdæn/,[sound:al_fa_ir_to_listen.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to lose,از دست دادن,/æz dæst dɒːdæn/,[sound:al_fa_ir_to_lose.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to love,دوست داشتن,/dust dɒːʃtæn/,[sound:al_fa_ir_to_love.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to marry,ازدواج کردن,/ezdovɒːd͡ʒ kæɾdæn/,[sound:al_fa_ir_to_marry.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to melt,ذوب شدن,/zoub ʃodæn/,[sound:al_fa_ir_to_melt.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to mix / to stir,مخلوط کردن,/mæxlut kæɾdæn/,[sound:al_fa_ir_to_mix_to_stir.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to open,باز کردن,/bɒːz kæɾdæn/,[sound:al_fa_ir_to_open.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to pass by,عبور کردن,/ʔobuɾ kæɾdæn/,[sound:al_fa_ir_to_pass_by.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to pay,پرداخت کردن,/pæɾdɒːxt kæɾdæn/,[sound:al_fa_ir_to_pay.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to play,بازی کردن,/bɒːzi kæɾdæn/,[sound:al_fa_ir_to_play.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to pray,دعا کردن,/doʔɒː kæɾdæn/,[sound:al_fa_ir_to_pray.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to pull,کشیدن,/keʃidæn/,[sound:al_fa_ir_to_pull.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to push,هل دادن,/hol dɒːdæn/,[sound:al_fa_ir_to_push.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to run,دویدن,/dævidæn/,[sound:al_fa_ir_to_run.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to see,دیدن,/didæn/,[sound:al_fa_ir_to_see.mp3],Google Cloud TTS<br>Voice: Aoede,AnkiLangs::FA
to sell,فروختن,/foɾuxtæn/,[sound:al_fa_ir_to_sell.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to shake,تکان دادن,/tekɒːn dɒːdæn/,[sound:al_fa_ir_to_shake.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to shoot (a gun),شلیک کردن,/ʃelik kæɾdæn/,[sound:al_fa_ir_to_shoot_a_gun.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
to sign,امضا کردن,/emzɒː kæɾdæn/,[sound:al_fa_ir_to_sign.mp3],Google Cloud TTS<br>Voice: Achernar,AnkiLangs::FA
to sing,خواندن,/xɒːndæn/,[sound:al_fa_ir_to_sing.mp3],Google Cloud TTS<br>Voice: Achird,AnkiLangs::FA
